asset,n,n_windows,raw_sd,bound,sigma_tail,dropped,drop_reason
STOXX,250,239,0.005704040695505903,0.004992639254606595,0.007894055790061073,False,
STOXX,500,227,0.0038936450749980723,0.0035303290729504734,0.007894055790061073,False,
STOXX,750,215,0.0031380574491397706,0.0028825016176138103,0.007894055790061073,False,
STOXX,1000,203,0.0023916049434928753,0.0024963196273032973,0.007894055790061073,False,
STOXX,1500,179,0.0013430084034649922,0.002038236440595918,0.007894055790061073,False,
STOXX,2000,155,0.0007744018910558315,0.0017651645364752367,0.007894055790061073,False,
NIKKEI,250,282,0.007942215747499244,0.006711076261816127,0.010611143269213728,False,
NIKKEI,500,270,0.005786354148389542,0.004745447533790249,0.010611143269213728,False,
NIKKEI,750,258,0.004662771054771117,0.003874641686311648,0.010611143269213728,False,
NIKKEI,1000,247,0.0037669600486767703,0.0033555381309080634,0.010611143269213728,False,
NIKKEI,1500,223,0.0026285544445392574,0.002739785411059046,0.010611143269213728,False,
NIKKEI,2000,199,0.0010903878849045307,0.0023727237668951244,0.010611143269213728,False,
FTSE100,250,292,0.0057186146025481124,0.0036386328839205953,0.005753183741188071,False,
FTSE100,500,280,0.0038155618745989,0.0025729019864686167,0.005753183741188071,False,
FTSE100,750,268,0.0030879265480233792,0.00210076567501378,0.005753183741188071,False,
FTSE100,1000,256,0.0026804927964827925,0.0018193164419602976,0.005753183741188071,False,
FTSE100,1500,232,0.002240835163085864,0.0014854656544861786,0.005753183741188071,False,
FTSE100,2000,209,0.0020158467404547205,0.0012864509932343083,0.005753183741188071,False,
HSI,250,284,0.013289562473634319,0.014503376424294535,0.02293185163177968,False,
HSI,500,272,0.007620683495901441,0.010255435819719768,0.02293185163177968,False,
HSI,750,260,0.0053240586876172405,0.008373528282724921,0.02293185163177968,False,
HSI,1000,248,0.0039010155305359926,0.007251688212147268,0.02293185163177968,False,
HSI,1500,225,0.0022254302536584476,0.005920978631172138,0.02293185163177968,False,
HSI,2000,201,0.0019348180481657449,0.005127717909859884,0.02293185163177968,False,
