asset,forecaster,slope,intercept,se,ci_lo,ci_hi,r2,n_points,contains_half,drop_reason
BOVESPA,Moirai-2.0,-0.49526206728908795,-1.4611039552310188,0.04333428056463614,-0.5801972571957748,-0.41032687738240115,0.9777921016222342,4,True,
BTC,Moirai-2.0,,,,,,,2,,<3 valid n values (2)
CBU0,Moirai-2.0,,,,,,,2,,<3 valid n values (2)
DJCI,Moirai-2.0,,,,,,,1,,<3 valid n values (1)
ETH,Moirai-2.0,,,,,,,2,,<3 valid n values (2)
EURUSD,Moirai-2.0,-0.665083889603179,-0.7703687783864721,0.20452886706297277,-1.0659604690466056,-0.26420731015975235,0.6677400152206017,4,True,
FCHI,Moirai-2.0,-0.5735962474932549,-1.2257204930525805,0.038710136608791884,-0.649468115246487,-0.4977243797400228,0.9781958540257886,4,True,
FTSE100,Moirai-2.0,-0.5444493994319772,-1.7245164196160765,0.10587112184574257,-0.7519567982496327,-0.3369420006143218,0.9210034735723807,4,True,
GBPUSD,Moirai-2.0,-0.6764178961484579,-1.0950528058990914,0.08273678653644226,-0.8385819977598847,-0.5142537945370311,0.9674751334988732,4,False,
GDAXI,Moirai-2.0,-0.49318644124551403,-1.6182031164865571,0.05289070291429657,-0.5968522189575353,-0.38952066353349274,0.967028181809778,4,True,
GOLD,Moirai-2.0,-0.3448143086471435,-2.737497925521725,0.1400761216287219,-0.6193635070394384,-0.0702651102548486,0.7091152315234289,4,True,
HSI,Moirai-2.0,-0.8614738481475838,0.49749822775273156,0.16072148603036104,-1.1764879607670915,-0.5464597355280761,0.8338648795591938,4,False,
IBGL,Moirai-2.0,-0.8325764812300566,0.030866589011254497,0.09956804071227128,-1.0277298410261082,-0.6374231214340049,0.972191755422209,3,False,
ICLN,Moirai-2.0,-0.2709080236517124,-2.5685167538670814,0.14607864083336924,-0.5572221596851161,0.015406112381691317,0.6323057547178206,3,True,
NATGAS,Moirai-2.0,-0.6872862662465128,-0.1763751913956657,0.275210391854782,-1.2266986342818855,-0.14787389821114005,0.7169809429657912,4,True,
NIFTY,Moirai-2.0,-0.42747516133246777,-1.9441398409571744,0.08732610631941855,-0.5986343297185281,-0.2563159929464074,0.922966053661717,3,True,
NIKKEI,Moirai-2.0,-0.787064338200062,-0.018780890584800147,0.09927470116812322,-0.9816427524895835,-0.5924859239105406,0.9054827412639735,4,False,
SP500,Moirai-2.0,-0.33252490784083805,-2.6950814958614226,0.07379000054426597,-0.4771533089075993,-0.18789650677407674,0.9005184606044216,4,False,
STOXX,Moirai-2.0,-0.5136232456524977,-1.8035664021595115,0.051136520034153976,-0.6138508249194395,-0.4133956663855559,0.9805608380498532,3,True,
TLT,Moirai-2.0,-1.3176662300171424,1.947413398189604,0.44128847543690436,-2.1825916418734748,-0.4527408181608099,0.7988381428736947,4,True,
USDJPY,Moirai-2.0,-0.4495258062472371,-2.3942044750833054,0.17117009548594836,-0.785019193399696,-0.11403241909477829,0.7457663261565134,4,True,
WTI,Moirai-2.0,-0.34994107787704876,-1.5814545774451476,0.10983652672440153,-0.5652206702568757,-0.13466148549722176,0.8055171163190986,4,True,
ASX200,TimesFM-2.5,-0.7683680282031293,-0.37344650954459,0.20271900707362264,-1.1656972820674296,-0.371038774338829,0.8485781117296602,4,True,
AUDUSD,TimesFM-2.5,-0.8922541401482516,-0.17215308564877851,0.054493229059101624,-0.9990608691040908,-0.7854474111924123,0.9925952545557915,3,False,
BOVESPA,TimesFM-2.5,-0.5952496644464879,-0.8978965053065848,0.10948791873954561,-0.8098459851759973,-0.38065334371697845,0.9004437411893893,4,True,
BTC,TimesFM-2.5,,,,,,,2,,<3 valid n values (2)
CBU0,TimesFM-2.5,,,,,,,2,,<3 valid n values (2)
DJCI,TimesFM-2.5,,,,,,,1,,<3 valid n values (1)
ETH,TimesFM-2.5,,,,,,,2,,<3 valid n values (2)
EURUSD,TimesFM-2.5,-0.8517916775455506,0.1421667097225514,0.2127136799734473,-1.2687104902935074,-0.4348728647975939,0.7505090676854498,4,True,
FCHI,TimesFM-2.5,-0.7291103868259188,-0.348047817674936,0.06284263908960219,-0.8522819594415391,-0.6059388142102985,0.9613288989405917,4,False,
FTSE100,TimesFM-2.5,-0.6460534033314457,-0.9310179259893898,0.061791767011163075,-0.7671652666733253,-0.524941539989566,0.9583998946851708,4,False,
GBPUSD,TimesFM-2.5,-0.812671417244666,-0.2935219330604548,0.16008711013509686,-1.1264421531094557,-0.49890068137987614,0.9195122545705502,4,True,
GDAXI,TimesFM-2.5,-0.8574250574438117,0.4900024134748051,0.09528047787432745,-1.0441747940774935,-0.6706753208101299,0.9704497098178035,4,False,
GOLD,TimesFM-2.5,-0.5594432382930111,-1.5621240180668194,0.06715247876607482,-0.6910620966745178,-0.42782437991150446,0.9140109530489804,4,True,
HSI,TimesFM-2.5,-1.4496867282272714,3.942393068117963,0.10915668650260639,-1.66363383377238,-1.2357396226821629,0.9873650140886798,4,False,
IBGL,TimesFM-2.5,-1.0263262334520955,1.1895578962094344,0.08705122215499404,-1.1969466288758839,-0.8557058380283071,0.9858158061273159,3,False,
ICLN,TimesFM-2.5,-0.41309794549798107,-1.8623929479736563,0.12121501894753303,-0.6506793826351458,-0.17551650836081634,0.8530956891014392,3,True,
NATGAS,TimesFM-2.5,-1.2351898606348315,3.001586539136934,0.1222798586211895,-1.474858383532363,-0.9955213377373001,0.9693443071908275,4,False,
NIFTY,TimesFM-2.5,-0.7151540748919618,-0.565539601219875,0.06209354441058047,-0.8368574219366995,-0.5934507278472241,0.9851466455402733,3,False,
NIKKEI,TimesFM-2.5,-0.7379256961418545,-0.10615795287254315,0.13438107987438808,-1.001312612695655,-0.4745387795880539,0.8392445663522792,4,True,
SP500,TimesFM-2.5,-0.5404770468511614,-1.6455261408818882,0.12464292645771255,-0.784777182708278,-0.29617691099404475,0.8767651650466162,4,True,
STOXX,TimesFM-2.5,-0.5502488867319727,-1.6843441091542246,0.09435445619556458,-0.7351836208752793,-0.3653141525886661,0.9444582877169784,3,True,
TLT,TimesFM-2.5,-0.6786743335578488,-1.5703510489553318,0.08892032172874258,-0.8529581641461842,-0.5043905029695134,0.9181736930976642,4,False,
USDJPY,TimesFM-2.5,-0.24498486100883343,-3.954705896044843,0.10309230075706514,-0.4470457704926811,-0.042923951524985765,0.6584582982908662,4,False,
WTI,TimesFM-2.5,-0.4428141870918151,-1.1927343731692428,0.11803696665330249,-0.674166641732288,-0.2114617324513422,0.8626400853559235,4,True,
